City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Huarmey,PE,2021-07-23 16:25:34,-10.0681,-78.1522,70.36,68,15,7.81
294,Rocha,UY,2021-07-23 16:27:39,-34.4833,-54.3333,69.53,60,7,9.55
295,Faanui,PF,2021-07-23 16:20:37,-16.4833,-151.75,78.03,66,90,16.11
296,Porto Velho,BR,2021-07-23 16:27:39,-8.7619,-63.9039,93.25,29,0,4.61
297,Keta,GH,2021-07-23 16:27:40,5.9179,0.9879,82.62,71,92,16.11
298,Benguela,AO,2021-07-23 16:27:40,-12.5763,13.4055,74.84,70,63,5.26
299,Paamiut,GL,2021-07-23 16:21:32,61.994,-49.6678,42.03,88,66,6.29
300,Rio Rancho,US,2021-07-23 16:27:40,35.2334,-106.6645,82.47,49,1,1.01
301,Makokou,GA,2021-07-23 16:27:41,0.5738,12.8642,80.24,58,98,2.28
302,Batagay,RU,2021-07-23 16:25:20,67.6333,134.6333,60.71,52,87,1.77
303,Saint-Pierre,RE,2021-07-23 16:20:09,-21.3393,55.4781,69.48,75,20,6.91
304,Boda,CF,2021-07-23 16:27:41,4.3189,17.4695,79.7,74,53,5.08
305,College,US,2021-07-23 16:21:20,64.8569,-147.8028,62.58,84,75,3.44
306,Mgachi,RU,2021-07-23 16:27:41,51.05,142.2667,66.69,96,80,1.59
307,Komatipoort,ZA,2021-07-23 16:27:42,-25.4332,31.9548,54.05,28,0,6.73
308,Chochola,MX,2021-07-23 16:27:42,20.75,-89.8333,89.01,45,76,6.93
309,Sitka,US,2021-07-23 16:23:07,57.0531,-135.33,57.09,88,90,4.61
310,Huilong,CN,2021-07-23 16:23:10,31.8111,121.655,81.99,88,86,15.82
311,Alice Springs,AU,2021-07-23 16:19:00,-23.7,133.8833,47.75,49,0,4.61
312,Marsa Matruh,EG,2021-07-23 16:27:43,31.3525,27.2453,82.15,57,0,14.2
313,Okhotsk,RU,2021-07-23 16:25:39,59.3833,143.3,55.92,93,74,1.05
314,Zaranj,AF,2021-07-23 16:21:07,30.9667,61.8833,96.76,10,0,10.56
315,Lagoa,PT,2021-07-23 16:19:18,39.05,-27.9833,70.25,92,85,14.52
316,Brae,GB,2021-07-23 16:25:07,60.3964,-1.353,55.31,76,13,7.02
317,Zaysan,KZ,2021-07-23 16:27:43,47.4667,84.8667,71.02,56,40,7.52
318,Piacabucu,BR,2021-07-23 16:24:31,-10.4056,-36.4344,79.16,66,27,12.93
319,Guerrero Negro,MX,2021-07-23 16:19:22,27.9769,-114.0611,76.21,61,46,6.08
320,Gushikawa,JP,2021-07-23 16:27:44,26.3544,127.8686,80.6,97,90,29.93
321,Bose,IT,2021-07-23 16:27:44,45.4612,8.0137,86.02,62,93,1.66
322,Mayo,US,2021-07-23 16:25:01,38.8876,-76.5119,84.36,49,1,8.99
323,Nuqui,CO,2021-07-23 16:27:44,5.7125,-77.2708,81.12,82,100,3.27
324,Toamasina,MG,2021-07-23 16:27:44,-18.1667,49.3833,69.8,83,20,2.3
325,Fort-Shevchenko,KZ,2021-07-23 16:27:45,44.5086,50.263,81.77,67,40,6.73
326,Kifri,IQ,2021-07-23 16:27:45,34.6959,44.9661,105.82,14,0,7.67
327,Geraldton,AU,2021-07-23 16:20:27,-28.7667,114.6,59.41,88,75,14.97
328,Vardo,NO,2021-07-23 16:23:11,70.3705,31.1107,48.4,71,75,21.85
329,Tabuk,PH,2021-07-23 16:19:14,17.4189,121.4443,77.27,83,100,2.62
330,Salta,AR,2021-07-23 16:24:46,-24.7859,-65.4117,73.69,33,0,4.0
331,Benjamin Constant,BR,2021-07-23 16:27:46,-4.3831,-70.0311,87.93,61,0,6.91
332,Rincon,US,2021-07-23 16:27:46,32.296,-81.2354,87.85,73,40,5.75
333,Gorontalo,ID,2021-07-23 16:27:46,0.5412,123.0595,76.68,92,93,4.72
334,Torrington,US,2021-07-23 16:27:46,41.8007,-73.1212,79.79,56,6,7.0
335,Adilcevaz,TR,2021-07-23 16:27:47,38.8039,42.7342,80.31,47,10,3.8
336,Bay Roberts,CA,2021-07-23 16:25:57,47.5999,-53.2648,64.51,87,99,1.99
337,Ketchikan,US,2021-07-23 16:23:38,55.3422,-131.6461,55.87,94,90,9.22
338,Kununurra,AU,2021-07-23 16:23:12,-15.7667,128.7333,62.58,77,26,1.14
339,Coihaique,CL,2021-07-23 16:24:33,-45.5752,-72.0662,46.35,61,40,5.75
340,Kloulklubed,PW,2021-07-23 16:24:01,7.0419,134.2556,82.9,73,100,7.36
341,Santa Isabel Do Rio Negro,BR,2021-07-23 16:18:44,-0.4139,-65.0192,84.15,79,37,3.18
342,Kazachinskoye,RU,2021-07-23 16:27:47,57.6953,93.2761,62.82,75,0,2.91
343,Port Macquarie,AU,2021-07-23 16:22:20,-31.4333,152.9167,44.38,100,40,0.0
344,Bukachacha,RU,2021-07-23 16:27:48,52.9833,116.9167,59.04,93,56,1.95
345,Souillac,MU,2021-07-23 16:20:29,-20.5167,57.5167,71.98,73,75,6.91
346,North Bend,US,2021-07-23 16:23:22,43.4065,-124.2243,64.94,84,1,4.61
347,Pozo Colorado,PY,2021-07-23 16:27:48,-23.4923,-58.7972,91.38,14,0,11.27
348,Trinidad,BO,2021-07-23 16:27:00,-14.8333,-64.9,87.78,45,0,3.44
349,Kuna,US,2021-07-23 16:24:57,43.4918,-116.4201,76.28,25,1,8.05
350,Uyemskiy,RU,2021-07-23 16:27:48,64.4743,40.8524,53.65,58,20,11.18
351,Balkanabat,TM,2021-07-23 16:18:37,39.5108,54.3671,99.63,14,0,10.02
352,Vlore,AL,2021-07-23 16:27:49,40.4667,19.4897,82.65,44,0,10.45
353,Lata,PT,2021-07-23 16:23:33,40.1629,-8.3327,78.04,45,90,11.45
354,Shihezi,CN,2021-07-23 16:27:49,44.3,86.0333,86.36,31,86,5.77
355,Buraydah,SA,2021-07-23 16:25:37,26.326,43.975,108.05,9,4,10.67
356,Vagay,RU,2021-07-23 16:27:49,57.9375,69.0217,66.22,97,67,4.94
357,Tasiilaq,GL,2021-07-23 16:19:48,65.6145,-37.6368,42.96,97,100,2.82
358,Luderitz,NA,2021-07-23 16:24:49,-26.6481,15.1594,67.41,30,0,10.18
359,Arroyo,ES,2021-07-23 16:27:50,41.6096,-4.7969,83.19,25,0,18.41
360,Campos,BR,2021-07-23 16:27:50,-21.75,-41.3,77.05,47,40,0.0
361,Tepalcatepec,MX,2021-07-23 16:27:50,19.1833,-102.85,84.11,63,59,1.05
362,Fort Abbas,PK,2021-07-23 16:27:51,29.1925,72.8536,88.95,60,100,7.09
363,Chanderi,IN,2021-07-23 16:27:51,24.7167,78.1333,84.07,72,100,3.27
364,Ballina,AU,2021-07-23 16:20:08,-28.8667,153.5667,52.79,91,23,8.7
365,Humboldt,US,2021-07-23 16:27:51,40.6665,-123.9178,55.13,48,2,3.78
366,Taltal,CL,2021-07-23 16:18:32,-25.4,-70.4833,60.57,71,28,8.79
367,Ampanihy,MG,2021-07-23 16:20:40,-24.7,44.75,65.14,56,94,13.04
368,Stefanesti,RO,2021-07-23 16:27:51,44.8667,24.9333,76.48,49,83,0.87
369,Caravelas,BR,2021-07-23 16:21:28,-17.7125,-39.2481,73.6,63,100,9.82
370,Kovdor,RU,2021-07-23 16:20:20,67.5662,30.4758,47.26,71,99,10.85
371,Chuncheng,CN,2021-07-23 16:27:52,22.1731,111.7886,79.0,90,0,2.59
372,Lorengau,PG,2021-07-23 16:19:47,-2.0226,147.2712,80.89,82,60,6.42
373,La Ronge,CA,2021-07-23 16:24:23,55.1001,-105.2842,61.05,63,90,11.5
374,Mount Pleasant,US,2021-07-23 16:25:33,32.7941,-79.8626,89.98,79,75,1.01
375,Corowa,AU,2021-07-23 16:27:52,-36.0333,146.3833,45.41,95,100,2.62
376,Pokaran,IN,2021-07-23 16:27:53,26.9167,71.9167,86.11,54,99,11.03
377,Bergen,NO,2021-07-23 16:27:53,60.392,5.328,79.07,77,0,9.22
378,Colesberg,ZA,2021-07-23 16:27:53,-30.72,25.0972,38.03,48,0,14.12
379,Kretinga,LT,2021-07-23 16:27:53,55.8758,21.2508,71.35,64,20,6.91
380,Grand Bank,CA,2021-07-23 16:24:18,47.0999,-55.765,65.98,84,94,9.66
381,Berdigestyakh,RU,2021-07-23 16:20:20,62.0989,126.6992,61.12,95,100,1.88
382,Praxedis Guerrero,MX,2021-07-23 16:27:54,31.3667,-106.0167,87.28,38,90,11.7
383,Sinnamary,GF,2021-07-23 16:21:14,5.3833,-52.95,84.67,70,21,11.39
384,Korgen,NO,2021-07-23 16:27:54,66.0771,13.8153,58.32,93,100,4.54
385,Richards Bay,ZA,2021-07-23 16:20:00,-28.783,32.0377,60.03,54,29,18.19
386,Oriximina,BR,2021-07-23 16:27:54,-1.7656,-55.8661,93.9,37,19,7.92
387,Tateyama,JP,2021-07-23 16:27:55,34.9833,139.8667,81.01,81,67,5.17
388,Ust-Kut,RU,2021-07-23 16:27:55,56.7938,105.7672,56.55,96,60,2.17
389,Anshan,CN,2021-07-23 16:27:55,41.1236,122.99,73.08,88,100,3.96
390,Victor Harbor,AU,2021-07-23 16:27:55,-35.5667,138.6167,53.47,84,49,5.01
391,Udachnyy,RU,2021-07-23 16:21:35,66.4167,112.4,62.15,73,91,9.24
392,Khandagayty,RU,2021-07-23 16:27:56,50.7333,92.05,68.36,53,99,7.92
393,Hami,CN,2021-07-23 16:24:13,42.8,93.45,88.3,36,95,18.16
394,Katangli,RU,2021-07-23 16:24:02,51.7102,143.2326,63.66,97,85,5.06
395,Nhulunbuy,AU,2021-07-23 16:20:15,-12.2333,136.7667,68.61,94,75,0.0
396,Auki,SB,2021-07-23 16:27:56,-8.7676,160.7034,76.96,87,8,3.51
397,Roald,NO,2021-07-23 16:24:30,62.5833,6.1333,77.16,77,0,17.27
398,Harlingen,US,2021-07-23 16:16:53,26.1906,-97.6961,89.51,74,40,14.97
399,Fort Saint James,CA,2021-07-23 16:27:57,54.4333,-124.25,54.82,60,92,3.31
400,Usvyaty,RU,2021-07-23 16:27:57,55.7456,30.7533,70.99,48,53,5.21
401,Quelimane,MZ,2021-07-23 16:21:29,-17.8786,36.8883,75.15,69,75,13.8
402,Praia,CV,2021-07-23 16:24:29,14.9215,-23.5087,82.94,51,20,21.85
403,Pushchino,RU,2021-07-23 16:27:57,54.8339,37.6264,69.55,56,67,10.02
404,Ponazyrevo,RU,2021-07-23 16:27:58,58.3578,46.3142,55.9,98,99,6.38
405,Los Llanos De Aridane,ES,2021-07-23 16:23:22,28.6585,-17.9182,73.15,69,20,23.02
406,Panna,IN,2021-07-23 16:27:58,24.7167,80.2,86.9,64,71,4.29
407,Havoysund,NO,2021-07-23 16:21:15,70.9963,24.6622,46.63,86,99,26.93
408,Lerwick,GB,2021-07-23 16:27:58,60.1545,-1.1494,55.4,83,22,8.77
409,Jalingo,NG,2021-07-23 16:27:59,8.8833,11.3667,76.89,81,98,5.3
410,Victoria,HK,2021-07-23 16:20:14,22.2855,114.1577,88.32,86,14,7.58
411,Maceio,BR,2021-07-23 16:18:45,-9.6658,-35.7353,80.04,65,75,11.5
412,Road Town,VG,2021-07-23 16:23:33,18.4167,-64.6167,86.2,79,40,13.8
413,Gelibolu,TR,2021-07-23 16:27:59,40.4103,26.6708,84.06,43,42,24.18
414,Kota Belud,MY,2021-07-23 16:27:59,6.351,116.4305,78.66,74,100,7.49
415,Betsiamites,CA,2021-07-23 16:28:00,48.9413,-68.646,71.69,62,89,4.12
416,Karatuzskoye,RU,2021-07-23 16:28:00,53.6072,92.8667,64.11,95,100,1.61
417,Narasannapeta,IN,2021-07-23 16:28:00,18.4167,84.05,80.46,85,100,8.19
418,Manavalakurichi,IN,2021-07-23 16:28:00,8.1333,77.3,82.49,83,74,15.88
419,Toora-Khem,RU,2021-07-23 16:28:01,52.4675,96.11,68.61,42,100,1.68
420,Avera,US,2021-07-23 16:25:34,33.194,-82.5271,90.45,52,79,6.53
421,Ngunguru,NZ,2021-07-23 16:28:01,-35.6167,174.5,44.17,85,6,5.14
422,Whittlesea,ZA,2021-07-23 16:28:01,-32.1759,26.8244,34.83,87,58,5.3
423,Carbonia,IT,2021-07-23 16:19:17,39.1672,8.5222,92.35,31,0,6.31
424,Riviere-Au-Renard,CA,2021-07-23 16:28:02,48.9957,-64.3971,68.29,91,100,12.77
425,Portland,US,2021-07-23 16:23:30,45.5234,-122.6762,68.41,65,20,3.0
426,Tayu,ID,2021-07-23 16:28:02,-6.5397,111.0518,77.18,81,16,9.78
427,Chingola,ZM,2021-07-23 16:28:03,-12.529,27.8838,69.93,35,15,3.85
428,Samana,DO,2021-07-23 16:28:03,19.2056,-69.3369,86.22,79,40,9.22
429,Altagracia De Orituco,VE,2021-07-23 16:28:03,9.8601,-66.3814,81.18,80,54,3.09
430,Shintomi,JP,2021-07-23 16:28:04,32.0785,131.4723,75.45,93,100,9.37
431,Burns Lake,CA,2021-07-23 16:28:04,54.2331,-125.7533,47.62,66,100,3.91
432,Puerto Lempira,HN,2021-07-23 16:28:04,15.2667,-83.7667,86.14,79,75,4.61
433,Zhigansk,RU,2021-07-23 16:24:10,66.7697,123.3711,59.38,69,32,3.56
434,Dandong,CN,2021-07-23 16:19:04,40.1292,124.3947,73.83,84,73,0.43
435,Waddan,LY,2021-07-23 16:28:05,29.1614,16.139,93.27,20,0,17.67
436,Khatanga,RU,2021-07-23 16:19:54,71.9667,102.5,55.36,71,52,11.36
437,Birao,CF,2021-07-23 16:28:05,10.2849,22.7882,83.26,66,63,4.47
438,Korla,CN,2021-07-23 16:21:28,41.7597,86.1469,88.92,24,95,10.47
439,Turukhansk,RU,2021-07-23 16:28:05,65.8167,87.9833,67.05,61,46,11.81
440,Cap Malheureux,MU,2021-07-23 16:20:45,-19.9842,57.6142,72.09,70,12,5.01
441,Placido De Castro,BR,2021-07-23 16:19:19,-10.3353,-67.1856,93.87,27,5,2.59
442,Lakes Entrance,AU,2021-07-23 16:28:06,-37.8811,147.981,42.19,87,57,5.73
443,Moindou,NC,2021-07-23 16:28:07,-21.6924,165.677,60.75,84,64,1.3
444,Davenport,US,2021-07-23 16:28:07,41.5236,-90.5776,86.32,67,1,8.05
445,Mahon,ES,2021-07-23 16:24:39,39.8885,4.2658,88.36,37,0,17.27
446,Meru,KE,2021-07-23 16:28:07,0.0463,37.6559,63.97,74,63,4.25
447,Hambantota,LK,2021-07-23 16:21:30,6.1241,81.1185,79.95,77,70,16.37
448,Fethiye,TR,2021-07-23 16:28:08,36.6217,29.1164,85.87,51,9,3.71
449,Khanpur,PK,2021-07-23 16:28:08,28.6453,70.6567,91.35,50,100,12.33
450,Bambous Virieux,MU,2021-07-23 16:20:22,-20.3428,57.7575,71.85,73,75,6.91
451,Klaksvik,FO,2021-07-23 16:20:15,62.2266,-6.589,59.92,90,100,17.34
452,Petropavlovsk-Kamchatskiy,RU,2021-07-23 16:20:52,53.0452,158.6483,48.79,100,40,4.47
453,Porto Walter,BR,2021-07-23 16:24:50,-8.2686,-72.7439,89.4,32,70,2.13
454,Mendi,PG,2021-07-23 16:28:08,-6.1761,143.6513,55.36,98,100,1.54
455,Amahai,ID,2021-07-23 16:24:03,-3.3333,128.9167,77.04,89,100,5.48
456,Baruun-Urt,MN,2021-07-23 16:28:09,46.6806,113.2792,70.09,52,100,4.23
457,Port Townsend,US,2021-07-23 16:28:09,48.117,-122.7605,67.96,69,90,3.0
458,Marsh Harbour,BS,2021-07-23 16:18:42,26.5412,-77.0636,83.84,70,100,7.72
459,Matay,EG,2021-07-23 16:28:09,28.419,30.7792,97.27,18,0,16.64
460,Diamantino,BR,2021-07-23 16:23:34,-14.4086,-56.4461,95.13,19,0,8.19
461,Travnik,BA,2021-07-23 16:28:10,44.2267,17.6706,80.31,41,0,5.06
462,Ghanzi,BW,2021-07-23 16:21:23,-21.5667,21.7833,55.15,15,0,7.87
463,Atar,MR,2021-07-23 16:24:52,20.5169,-13.0499,105.75,14,0,11.1
464,Sunndalsora,NO,2021-07-23 16:28:10,62.6754,8.5515,68.05,52,15,7.14
465,Piney Green,US,2021-07-23 16:28:10,34.716,-77.3202,86.18,57,1,11.5
466,Ust-Kuyga,RU,2021-07-23 16:18:34,70.0167,135.6,55.78,60,94,5.21
467,Caxito,AO,2021-07-23 16:28:11,-8.5785,13.6643,75.85,60,39,13.0
468,Edremit,TR,2021-07-23 16:28:11,39.5961,27.0244,82.15,36,20,19.57
469,Sayat,TM,2021-07-23 16:28:11,38.7839,63.8803,96.67,12,0,11.9
470,Nouakchott,MR,2021-07-23 16:15:49,18.0858,-15.9785,80.53,70,1,15.32
471,Preston,GB,2021-07-23 16:21:35,53.7667,-2.7167,79.32,60,0,5.01
472,Egvekinot,RU,2021-07-23 16:24:41,66.3167,-179.1667,40.64,96,78,4.07
473,Berlevag,NO,2021-07-23 16:25:10,70.8578,29.0864,46.2,89,100,28.88
474,Dosso,NE,2021-07-23 16:28:12,13.049,3.1937,94.19,38,55,4.79
475,Kalabo,ZM,2021-07-23 16:18:51,-14.97,22.6814,73.38,13,84,5.26
476,Riyadh,SA,2021-07-23 16:20:50,24.6877,46.7219,107.74,10,6,9.06
477,Yokadouma,CM,2021-07-23 16:28:12,3.5167,15.05,75.78,93,28,2.28
478,Dashitou,CN,2021-07-23 16:28:12,43.3067,128.5114,70.52,81,100,1.39
479,Mnogovershinnyy,RU,2021-07-23 16:23:47,53.9353,139.9242,66.92,76,71,3.11
480,Lima,PE,2021-07-23 16:22:14,-12.0432,-77.0282,62.85,72,90,10.36
481,Shelburne,CA,2021-07-23 16:17:20,44.0787,-80.2041,75.67,38,0,2.04
482,Parati,BR,2021-07-23 16:28:13,-23.2178,-44.7131,81.5,46,0,5.23
483,Megion,RU,2021-07-23 16:28:13,61.0296,76.1136,77.02,66,6,13.33
484,Tarancon,ES,2021-07-23 16:28:13,40.0085,-3.0073,93.2,10,66,21.52
485,La Asuncion,VE,2021-07-23 16:28:14,11.0333,-63.8628,74.93,100,98,11.5
486,Lagos,NG,2021-07-23 16:26:56,6.5833,3.75,84.52,64,95,9.53
487,Desur,IN,2021-07-23 16:28:14,12.4333,79.4833,84.42,57,100,9.46
488,Saint Leonard,CA,2021-07-23 16:28:14,47.173,-67.9247,71.92,82,71,5.39
489,Padang,ID,2021-07-23 16:28:14,-0.9492,100.3543,78.24,85,44,2.82
490,Thessalon,CA,2021-07-23 16:28:15,46.2501,-83.5666,75.96,70,1,11.41
491,Diego De Almagro,CL,2021-07-23 16:28:15,-26.3667,-70.05,75.34,14,6,5.75
492,Mullingar,IE,2021-07-23 16:28:15,53.5333,-7.35,77.94,76,99,9.66
493,Itacare,BR,2021-07-23 16:28:15,-14.2775,-38.9967,78.69,69,93,15.08
494,Champerico,GT,2021-07-23 16:28:16,14.3,-91.9167,92.35,68,100,4.63
495,Kuala Perlis,MY,2021-07-23 16:28:16,6.4,100.1333,82.4,79,95,2.93
496,Buguruslan,RU,2021-07-23 16:28:16,53.6554,52.442,69.75,51,100,4.74
497,Caramoran,PH,2021-07-23 16:28:17,13.9849,124.1347,82.06,79,100,16.46
498,Kenora,CA,2021-07-23 16:18:22,49.8167,-94.4337,74.37,83,75,6.91
499,Campos Novos,BR,2021-07-23 16:28:17,-27.4017,-51.225,71.24,29,0,5.79
500,Port-Gentil,GA,2021-07-23 16:23:40,-0.7193,8.7815,76.96,73,90,11.5
501,Harper,LR,2021-07-23 16:28:17,4.375,-7.7169,78.98,69,83,11.21
502,Ulaanbaatar,MN,2021-07-23 16:19:35,47.9077,106.8832,55.53,82,40,2.24
503,Jales,BR,2021-07-23 16:28:18,-20.2689,-50.5458,86.13,20,0,10.42
504,Sola,VU,2021-07-23 16:28:18,-13.8833,167.55,79.59,81,94,15.23
505,Ciudad Bolivar,VE,2021-07-23 16:28:18,8.1222,-63.5497,87.96,60,55,5.68
506,Emerald,AU,2021-07-23 16:26:17,-23.5333,148.1667,61.99,47,40,4.61
507,Talcahuano,CL,2021-07-23 16:28:18,-36.7167,-73.1167,55.08,71,0,16.11
508,Inongo,CD,2021-07-23 16:25:25,-1.95,18.2667,77.16,42,63,5.46
509,Nome,US,2021-07-23 16:18:54,64.5011,-165.4064,46.47,87,90,11.5
510,Point Fortin,TT,2021-07-23 16:26:10,10.1833,-61.6833,85.14,77,100,9.15
511,Gravdal,NO,2021-07-23 16:18:59,68.1214,13.5031,49.89,100,75,4.61
512,Murray Bridge,AU,2021-07-23 16:28:19,-35.1167,139.2667,53.13,78,7,13.76
513,Yumen,CN,2021-07-23 16:20:39,40.2833,97.2,88.34,27,44,15.17
514,Lynn Haven,US,2021-07-23 16:28:19,30.2455,-85.6483,93.0,62,40,4.0
515,Madimba,TZ,2021-07-23 16:28:19,-10.4,40.3333,75.51,70,50,11.03
516,Sosva,RU,2021-07-23 16:28:20,59.1766,61.8558,62.73,76,100,1.01
517,Washington,US,2021-07-23 16:26:16,47.5001,-120.5015,72.48,35,4,4.27
518,Gomel,BY,2021-07-23 16:28:20,52.4345,30.9754,78.78,31,0,13.42
519,Xining,CN,2021-07-23 16:24:08,36.6167,101.7667,66.85,61,29,1.7
520,Bol,TD,2021-07-23 16:28:20,13.4586,14.7147,80.49,77,63,8.43
521,Syasstroy,RU,2021-07-23 16:28:21,60.1367,32.5691,61.39,59,52,14.67
522,Howard Springs,AU,2021-07-23 16:28:21,-12.497,131.047,71.51,97,1,1.79
523,Tambopata,PE,2021-07-23 16:25:30,-12.7333,-69.1833,84.09,61,0,3.44
524,Albanel,CA,2021-07-23 16:24:19,48.8832,-72.4487,73.54,46,12,5.75
525,Ewo,CG,2021-07-23 16:28:21,-0.8725,14.8206,90.68,33,83,4.29
526,Babushkin,RU,2021-07-23 16:28:22,51.7122,105.8647,58.69,88,33,8.21
527,Pemangkat,ID,2021-07-23 16:24:51,1.1667,108.9667,80.58,82,73,10.0
528,Dudinka,RU,2021-07-23 16:28:22,69.4058,86.1778,57.24,49,100,10.67
529,Pitkyaranta,RU,2021-07-23 16:28:22,61.5734,31.4792,62.2,42,99,9.6
530,Madang,PG,2021-07-23 16:28:23,-5.2246,145.7966,76.23,93,93,3.18
531,Sundern,DE,2021-07-23 16:28:23,51.3333,8.0,81.23,54,0,7.38
532,Marshall,US,2021-07-23 16:20:14,34.3834,-86.3333,87.44,58,1,1.01
533,Kieta,PG,2021-07-23 16:24:40,-6.2167,155.6333,78.15,85,65,3.27
534,Ust-Maya,RU,2021-07-23 16:28:23,60.4167,134.5333,61.99,82,87,4.27
535,Sungaipenuh,ID,2021-07-23 16:28:24,-2.0833,101.3833,65.28,98,94,1.07
536,Port Keats,AU,2021-07-23 16:28:24,-14.25,129.55,69.75,80,17,1.19
537,Colares,PT,2021-07-23 16:28:24,38.7992,-9.4469,78.48,61,20,14.97
538,Rio Gallegos,AR,2021-07-23 16:24:28,-51.6226,-69.2181,42.85,52,0,21.85
539,Salmas,IR,2021-07-23 16:28:25,38.1973,44.7653,83.39,24,26,4.68
540,Prainha,BR,2021-07-23 16:24:16,-1.8,-53.48,89.69,47,21,6.2
541,Saquarema,BR,2021-07-23 16:28:25,-22.92,-42.5103,77.14,56,0,14.34
542,Aventura,US,2021-07-23 16:28:01,25.9565,-80.1392,95.99,72,40,4.0
543,Brenham,US,2021-07-23 16:24:35,30.1669,-96.3977,90.43,75,40,11.5
544,Salto,UY,2021-07-23 16:28:25,-31.3833,-57.9667,73.56,47,0,11.99
545,Nuuk,GL,2021-07-23 16:26:48,64.1835,-51.7216,47.01,93,75,19.57
546,Chaoyang,CN,2021-07-23 16:28:26,41.5703,120.4586,71.98,90,10,5.39
547,Rybnaya Sloboda,RU,2021-07-23 16:28:26,55.4613,50.1409,69.78,61,44,7.27
548,Banda Aceh,ID,2021-07-23 16:28:26,5.5577,95.3222,81.82,79,99,14.27
549,Fairbanks,US,2021-07-23 16:23:49,64.8378,-147.7164,63.1,84,90,0.0
550,Rancho Palos Verdes,US,2021-07-23 16:28:27,33.7445,-118.387,81.36,86,90,3.0
551,Mabaruma,GY,2021-07-23 16:26:09,8.2,-59.7833,88.95,58,95,5.35
552,Odesskoye,RU,2021-07-23 16:28:27,54.2111,72.9651,74.14,51,0,9.04
553,Fare,PF,2021-07-23 16:21:00,-16.7,-151.0167,77.59,68,77,16.08
554,Hurghada,EG,2021-07-23 16:28:27,27.2574,33.8129,90.37,39,0,18.9
555,Port Hawkesbury,CA,2021-07-23 16:25:12,45.6169,-61.3485,68.79,73,20,5.99
556,Inirida,CO,2021-07-23 16:28:28,3.8653,-67.9239,82.89,74,79,2.84
557,Ikongo,MG,2021-07-23 16:28:28,-21.8833,47.4333,64.94,89,73,0.34
558,Leningradskiy,RU,2021-07-23 16:21:23,69.3833,178.4167,33.76,92,12,9.33
559,Urumqi,CN,2021-07-23 16:19:06,43.801,87.6005,85.15,27,75,2.24
560,Bjornevatn,NO,2021-07-23 16:28:28,69.6672,29.9847,48.54,66,75,18.41
561,Toba,JP,2021-07-23 16:28:29,34.4833,136.85,80.6,83,18,5.68
562,Drayton Valley,CA,2021-07-23 16:28:29,53.2168,-114.9854,60.91,38,5,9.98
